#,Date-Time (HST),Ch: 1 - Temperature   (°C),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,06/09/2022 18:00:00,26.81,907.20,,,,
2,06/09/2022 18:01:00,26.85,959.36,,,,
3,06/09/2022 18:02:00,26.85,884.48,,,,
4,06/09/2022 18:03:00,26.85,757.76,,,,
5,06/09/2022 18:04:00,26.85,660.16,,,,
6,06/09/2022 18:05:00,26.81,580.96,,,,
7,06/09/2022 18:06:00,26.77,555.68,,,,
8,06/09/2022 18:07:00,26.81,508.80,,,,
9,06/09/2022 18:08:00,26.81,488.80,,,,
10,06/09/2022 18:09:00,26.72,487.04,,,,
11,06/09/2022 18:10:00,26.77,470.08,,,,
12,06/09/2022 18:11:00,26.72,474.40,,,,
13,06/09/2022 18:12:00,26.77,486.08,,,,
14,06/09/2022 18:13:00,26.72,503.52,,,,
15,06/09/2022 18:14:00,26.72,539.20,,,,
16,06/09/2022 18:15:00,26.68,546.24,,,,
17,06/09/2022 18:16:00,26.64,571.84,,,,
18,06/09/2022 18:17:00,26.68,592.64,,,,
19,06/09/2022 18:18:00,26.64,646.72,,,,
20,06/09/2022 18:19:00,26.64,633.60,,,,
21,06/09/2022 18:20:00,26.68,598.88,,,,
22,06/09/2022 18:21:00,26.60,563.52,,,,
23,06/09/2022 18:22:00,26.64,566.24,,,,
24,06/09/2022 18:23:00,26.60,609.28,,,,
25,06/09/2022 18:24:00,26.60,576.16,,,,
26,06/09/2022 18:25:00,26.55,583.20,,,,
27,06/09/2022 18:26:00,26.55,616.16,,,,
28,06/09/2022 18:27:00,26.51,706.24,,,,
29,06/09/2022 18:28:00,26.55,755.20,,,,
30,06/09/2022 18:29:00,26.55,763.84,,,,
31,06/09/2022 18:30:00,26.55,718.72,,,,
32,06/09/2022 18:31:00,26.55,730.56,,,,
33,06/09/2022 18:32:00,26.55,698.24,,,,
34,06/09/2022 18:33:00,26.51,712.32,,,,
35,06/09/2022 18:34:00,26.55,693.12,,,,
36,06/09/2022 18:35:00,26.47,588.32,,,,
37,06/09/2022 18:36:00,26.51,519.20,,,,
38,06/09/2022 18:37:00,26.47,428.32,,,,
39,06/09/2022 18:38:00,26.47,378.56,,,,
40,06/09/2022 18:39:00,26.42,360.00,,,,
41,06/09/2022 18:40:00,26.42,333.92,,,,
42,06/09/2022 18:41:00,26.42,338.24,,,,
43,06/09/2022 18:42:00,26.38,325.28,,,,
44,06/09/2022 18:43:00,26.38,305.92,,,,
45,06/09/2022 18:44:00,26.34,298.96,,,,
46,06/09/2022 18:45:00,26.30,280.72,,,,
47,06/09/2022 18:46:00,26.34,275.28,,,,
48,06/09/2022 18:47:00,26.34,260.48,,,,
49,06/09/2022 18:48:00,26.34,246.32,,,,
50,06/09/2022 18:49:00,26.34,236.80,,,,
51,06/09/2022 18:50:00,26.34,221.12,,,,
52,06/09/2022 18:51:00,26.30,197.60,,,,
53,06/09/2022 18:52:00,26.30,195.92,,,,
54,06/09/2022 18:53:00,26.25,189.60,,,,
55,06/09/2022 18:54:00,26.25,175.68,,,,
56,06/09/2022 18:55:00,26.30,165.12,,,,
57,06/09/2022 18:56:00,26.21,154.72,,,,
58,06/09/2022 18:57:00,26.17,146.88,,,,
59,06/09/2022 18:58:00,26.17,138.08,,,,
60,06/09/2022 18:59:00,26.17,130.24,,,,
61,06/09/2022 19:00:00,26.17,117.08,,,,
62,06/09/2022 19:01:00,26.17,108.40,,,,
63,06/09/2022 19:02:00,26.12,102.20,,,,
64,06/09/2022 19:03:00,26.12,92.60,,,,
65,06/09/2022 19:04:00,26.21,89.88,,,,
66,06/09/2022 19:05:00,26.12,83.88,,,,
67,06/09/2022 19:06:00,26.12,77.36,,,,
68,06/09/2022 19:07:00,26.12,72.08,,,,
69,06/09/2022 19:08:00,26.08,65.98,,,,
70,06/09/2022 19:09:00,26.12,60.28,,,,
71,06/09/2022 19:10:00,26.12,54.14,,,,
72,06/09/2022 19:11:00,26.08,50.60,,,,
73,06/09/2022 19:12:00,26.08,46.26,,,,
74,06/09/2022 19:13:00,26.04,43.16,,,,
75,06/09/2022 19:14:00,25.99,38.81,,,,
76,06/09/2022 19:15:00,26.04,36.20,,,,
77,06/09/2022 19:16:00,25.99,31.88,,,,
78,06/09/2022 19:17:00,26.04,28.62,,,,
79,06/09/2022 19:18:00,25.99,24.89,,,,
80,06/09/2022 19:19:00,25.99,21.82,,,,
81,06/09/2022 19:20:00,25.99,18.34,,,,
82,06/09/2022 19:21:00,25.95,16.11,,,,
83,06/09/2022 19:22:00,25.95,14.13,,,,
84,06/09/2022 19:23:00,25.99,11.74,,,,
85,06/09/2022 19:24:00,25.91,10.00,,,,
86,06/09/2022 19:25:00,25.95,8.48,,,,
87,06/09/2022 19:26:00,25.95,6.95,,,,
88,06/09/2022 19:27:00,25.91,5.65,,,,
89,06/09/2022 19:28:00,25.91,4.56,,,,
90,06/09/2022 19:29:00,25.91,3.47,,,,
91,06/09/2022 19:30:00,25.87,2.82,,,,
92,06/09/2022 19:31:00,25.95,2.39,,,,
93,06/09/2022 19:32:00,25.91,1.73,,,,
94,06/09/2022 19:33:00,25.91,1.30,,,,
95,06/09/2022 19:34:00,25.91,1.08,,,,
96,06/09/2022 19:35:00,25.87,0.65,,,,
97,06/09/2022 19:36:00,25.91,0.43,,,,
98,06/09/2022 19:37:00,25.87,0.43,,,,
99,06/09/2022 19:38:00,25.91,0.21,,,,
100,06/09/2022 19:39:00,25.91,0.21,,,,
101,06/09/2022 19:40:00,25.87,0.00,,,,
102,06/09/2022 19:41:00,25.82,0.00,,,,
103,06/09/2022 19:42:00,25.82,0.00,,,,
104,06/09/2022 19:43:00,25.82,0.00,,,,
105,06/09/2022 19:44:00,25.82,0.00,,,,
106,06/09/2022 19:45:00,25.82,0.00,,,,
107,06/09/2022 19:46:00,25.87,0.00,,,,
108,06/09/2022 19:47:00,25.82,0.00,,,,
109,06/09/2022 19:48:00,25.82,0.00,,,,
110,06/09/2022 19:49:00,25.87,0.00,,,,
111,06/09/2022 19:50:00,25.78,0.00,,,,
112,06/09/2022 19:51:00,25.78,0.00,,,,
113,06/09/2022 19:52:00,25.78,0.00,,,,
114,06/09/2022 19:53:00,25.74,0.00,,,,
115,06/09/2022 19:54:00,25.74,0.21,,,,
116,06/09/2022 19:55:00,25.74,0.00,,,,
117,06/09/2022 19:56:00,25.78,0.00,,,,
118,06/09/2022 19:57:00,25.74,0.00,,,,
119,06/09/2022 19:58:00,25.74,0.00,,,,
120,06/09/2022 19:59:00,25.69,0.00,,,,
121,06/09/2022 20:00:00,25.74,0.00,,,,
122,06/09/2022 20:01:00,25.74,0.00,,,,
123,06/09/2022 20:02:00,25.69,0.00,,,,
124,06/09/2022 20:03:00,25.69,0.00,,,,
125,06/09/2022 20:04:00,25.69,0.00,,,,
126,06/09/2022 20:05:00,25.74,0.00,,,,
127,06/09/2022 20:06:00,25.69,0.00,,,,
128,06/09/2022 20:07:00,25.74,0.00,,,,
129,06/09/2022 20:08:00,25.74,0.00,,,,
130,06/09/2022 20:09:00,25.65,0.00,,,,
131,06/09/2022 20:10:00,25.65,0.00,,,,
132,06/09/2022 20:11:00,25.69,0.00,,,,
133,06/09/2022 20:12:00,25.69,0.00,,,,
134,06/09/2022 20:13:00,25.69,0.00,,,,
135,06/09/2022 20:14:00,25.69,0.00,,,,
136,06/09/2022 20:15:00,25.69,0.00,,,,
137,06/09/2022 20:16:00,25.69,0.00,,,,
138,06/09/2022 20:17:00,25.69,0.00,,,,
139,06/09/2022 20:18:00,25.65,0.00,,,,
140,06/09/2022 20:19:00,25.65,0.00,,,,
141,06/09/2022 20:20:00,25.65,0.00,,,,
142,06/09/2022 20:21:00,25.65,0.00,,,,
143,06/09/2022 20:22:00,25.61,0.00,,,,
144,06/09/2022 20:23:00,25.65,0.00,,,,
145,06/09/2022 20:24:00,25.61,0.00,,,,
146,06/09/2022 20:25:00,25.65,0.00,,,,
147,06/09/2022 20:26:00,25.65,0.00,,,,
148,06/09/2022 20:27:00,25.65,0.00,,,,
149,06/09/2022 20:28:00,25.65,0.00,,,,
150,06/09/2022 20:29:00,25.61,0.00,,,,
151,06/09/2022 20:30:00,25.65,0.00,,,,
152,06/09/2022 20:31:00,25.61,0.00,,,,
153,06/09/2022 20:32:00,25.61,0.00,,,,
154,06/09/2022 20:33:00,25.61,0.00,,,,
155,06/09/2022 20:34:00,25.57,0.00,,,,
156,06/09/2022 20:35:00,25.61,0.00,,,,
157,06/09/2022 20:36:00,25.57,0.00,,,,
158,06/09/2022 20:37:00,25.61,0.00,,,,
159,06/09/2022 20:38:00,25.52,0.00,,,,
160,06/09/2022 20:39:00,25.57,0.00,,,,
161,06/09/2022 20:40:00,25.61,0.00,,,,
162,06/09/2022 20:41:00,25.57,0.00,,,,
163,06/09/2022 20:42:00,25.57,0.00,,,,
164,06/09/2022 20:43:00,25.61,0.00,,,,
165,06/09/2022 20:44:00,25.52,0.00,,,,
166,06/09/2022 20:45:00,25.57,0.00,,,,
167,06/09/2022 20:46:00,25.57,0.00,,,,
168,06/09/2022 20:47:00,25.52,0.00,,,,
169,06/09/2022 20:48:00,25.52,0.00,,,,
170,06/09/2022 20:49:00,25.52,0.00,,,,
171,06/09/2022 20:50:00,25.57,0.00,,,,
172,06/09/2022 20:51:00,25.52,0.00,,,,
173,06/09/2022 20:52:00,25.52,0.00,,,,
174,06/09/2022 20:53:00,25.48,0.00,,,,
175,06/09/2022 20:54:00,25.52,0.00,,,,
176,06/09/2022 20:55:00,25.48,0.00,,,,
177,06/09/2022 20:56:00,25.52,0.00,,,,
178,06/09/2022 20:57:00,25.48,0.00,,,,
179,06/09/2022 20:58:00,25.52,0.00,,,,
180,06/09/2022 20:59:00,25.48,0.00,,,,
181,06/09/2022 21:00:00,25.52,0.00,,,,
182,06/09/2022 21:01:00,25.52,0.00,,,,
183,06/09/2022 21:02:00,25.48,0.00,,,,
184,06/09/2022 21:03:00,25.44,0.00,,,,
185,06/09/2022 21:04:00,25.48,0.00,,,,
186,06/09/2022 21:05:00,25.52,0.00,,,,
187,06/09/2022 21:06:00,25.44,0.00,,,,
188,06/09/2022 21:07:00,25.48,0.00,,,,
189,06/09/2022 21:08:00,25.44,0.00,,,,
190,06/09/2022 21:09:00,25.44,0.00,,,,
191,06/09/2022 21:10:00,25.48,0.00,,,,
192,06/09/2022 21:11:00,25.44,0.00,,,,
193,06/09/2022 21:12:00,25.44,0.00,,,,
194,06/09/2022 21:13:00,25.44,0.00,,,,
195,06/09/2022 21:14:00,25.39,0.00,,,,
196,06/09/2022 21:15:00,25.39,0.00,,,,
197,06/09/2022 21:16:00,25.44,0.00,,,,
198,06/09/2022 21:17:00,25.44,0.00,,,,
199,06/09/2022 21:18:00,25.39,0.00,,,,
200,06/09/2022 21:19:00,25.39,0.00,,,,
201,06/09/2022 21:20:00,25.35,0.00,,,,
202,06/09/2022 21:21:00,25.39,0.00,,,,
