#,Date-Time (HST),Ch: 1 - Temperature   (°C),Ch: 2 - Light   (lux),Button Down,Button Up,Host Connected,End of File
1,06/09/2022 18:00:00,27.80,545.28,,,,
2,06/09/2022 18:01:00,27.80,531.84,,,,
3,06/09/2022 18:02:00,27.75,491.20,,,,
4,06/09/2022 18:03:00,27.75,434.08,,,,
5,06/09/2022 18:04:00,27.75,388.64,,,,
6,06/09/2022 18:05:00,27.75,361.60,,,,
7,06/09/2022 18:06:00,27.80,341.92,,,,
8,06/09/2022 18:07:00,27.71,321.92,,,,
9,06/09/2022 18:08:00,27.67,306.88,,,,
10,06/09/2022 18:09:00,27.67,304.48,,,,
11,06/09/2022 18:10:00,27.71,297.20,,,,
12,06/09/2022 18:11:00,27.67,294.00,,,,
13,06/09/2022 18:12:00,27.67,298.00,,,,
14,06/09/2022 18:13:00,27.67,309.28,,,,
15,06/09/2022 18:14:00,27.67,325.84,,,,
16,06/09/2022 18:15:00,27.63,333.76,,,,
17,06/09/2022 18:16:00,27.63,341.12,,,,
18,06/09/2022 18:17:00,27.67,351.20,,,,
19,06/09/2022 18:18:00,27.63,376.80,,,,
20,06/09/2022 18:19:00,27.58,372.16,,,,
21,06/09/2022 18:20:00,27.54,374.40,,,,
22,06/09/2022 18:21:00,27.58,347.36,,,,
23,06/09/2022 18:22:00,27.54,350.72,,,,
24,06/09/2022 18:23:00,27.58,352.96,,,,
25,06/09/2022 18:24:00,27.54,352.16,,,,
26,06/09/2022 18:25:00,27.58,351.52,,,,
27,06/09/2022 18:26:00,27.54,366.56,,,,
28,06/09/2022 18:27:00,27.54,433.28,,,,
29,06/09/2022 18:28:00,27.50,442.08,,,,
30,06/09/2022 18:29:00,27.45,463.52,,,,
31,06/09/2022 18:30:00,27.45,438.08,,,,
32,06/09/2022 18:31:00,27.50,453.12,,,,
33,06/09/2022 18:32:00,27.50,396.80,,,,
34,06/09/2022 18:33:00,27.45,408.64,,,,
35,06/09/2022 18:34:00,27.45,378.40,,,,
36,06/09/2022 18:35:00,27.45,333.92,,,,
37,06/09/2022 18:36:00,27.41,297.36,,,,
38,06/09/2022 18:37:00,27.41,245.60,,,,
39,06/09/2022 18:38:00,27.41,228.96,,,,
40,06/09/2022 18:39:00,27.37,223.44,,,,
41,06/09/2022 18:40:00,27.41,211.36,,,,
42,06/09/2022 18:41:00,27.37,206.64,,,,
43,06/09/2022 18:42:00,27.37,201.12,,,,
44,06/09/2022 18:43:00,27.32,191.60,,,,
45,06/09/2022 18:44:00,27.32,182.88,,,,
46,06/09/2022 18:45:00,27.32,178.72,,,,
47,06/09/2022 18:46:00,27.32,169.28,,,,
48,06/09/2022 18:47:00,27.32,160.56,,,,
49,06/09/2022 18:48:00,27.32,152.56,,,,
50,06/09/2022 18:49:00,27.28,150.08,,,,
51,06/09/2022 18:50:00,27.24,137.44,,,,
52,06/09/2022 18:51:00,27.28,126.24,,,,
53,06/09/2022 18:52:00,27.24,120.72,,,,
54,06/09/2022 18:53:00,27.20,114.40,,,,
55,06/09/2022 18:54:00,27.24,105.60,,,,
